rpt_owner_cik,rpt_owner_name,is_director,is_officer,is_ten_percent_owner
1627519,Getsinger Peter W,False,False,False
1366048,Eggers Barry,False,False,False
1366051,Nieh Peter,False,False,False
1712021,Tobaccowala Selina,False,False,False
1770259,Berg Aaron,False,False,False
1712054,Slavet James,False,False,False
1913317,"Lightspeed General Partner IX, L.P.",False,False,False
1744936,"Lightspeed General Partner Select II, L.P.",False,False,False
1539061,"Lightspeed Venture Partners IX, L.P.",False,False,False
1668017,"Lightspeed Venture Partners Select II, L.P.",False,False,False
1744937,"Lightspeed Ultimate General Partner Select II, Ltd.",False,False,False
1827893,"Lightspeed SPV I-C, LLC",False,False,False
1912676,"Lightspeed Ultimate General Partner IX, Ltd.",False,False,False
1759394,"Lightspeed SPV I-B, LLC",False,False,False
1703140,"Lightspeed SPV I, LLC",False,False,False
1978139,"LS SPV Management, LLC",False,False,False
1159423,SINGER BRADLEY E,False,False,False
1366050,Mhatre Ravi,False,False,False
1193298,LISSY DAVID H,False,False,False
1712046,Ligon Austin,False,False,False
1629141,Chandler Kerry D,False,False,False
1712044,Bornstein Julie,False,False,False
1552681,Bass Robert J,False,False,False
1495449,Lavan Maryanne,False,False,False
1180940,DUCKWORTH CONNIE K,False,False,False
1738235,Keeney Scott H,False,False,False
2030561,Tade Brad L.,False,False,False
1531349,Mitic Kathleen C.,False,False,False
1673282,Belling Keith,False,False,False
1187362,SCHLESINGER LEONARD A,False,False,False
1590848,Rowghani Ali,False,False,False
1173871,ALBERINI CARLOS,False,False,False
1244715,DEMILIO MARK S,False,False,False
315090,BUFFETT WARREN E,False,False,False
1487557,Krane Hilary K,False,False,False
2036914,FRANKLIN SARAH JOYCE,False,False,False
1856908,Carlson Teresa,False,False,False
1306938,Losch William E,False,False,False
1517205,Springer Daniel D.,False,False,False
1615459,Gordon Michael Lawrence,False,False,False
1536302,Wong Rich,False,False,False
1856713,Botteri Philippe,False,False,False
1772959,Murthy Rathi,False,False,False
2004737,Johnson Dwayne D.,False,False,False
1855767,Dines Daniel,False,False,False
