rpt_owner_cik,rpt_owner_name,is_director,is_officer,is_ten_percent_owner
1627519,Getsinger Peter W,True,False,False
1366048,Eggers Barry,False,False,False
1366051,Nieh Peter,False,False,False
1712021,Tobaccowala Selina,True,False,False
1770259,Berg Aaron,False,True,False
1712054,Slavet James,True,False,False
1913317,"Lightspeed General Partner IX, L.P.",False,False,False
1744936,"Lightspeed General Partner Select II, L.P.",False,False,False
1539061,"Lightspeed Venture Partners IX, L.P.",False,False,False
1668017,"Lightspeed Venture Partners Select II, L.P.",False,False,False
1744937,"Lightspeed Ultimate General Partner Select II, Ltd.",False,False,False
1827893,"Lightspeed SPV I-C, LLC",False,False,False
1912676,"Lightspeed Ultimate General Partner IX, Ltd.",False,False,False
1759394,"Lightspeed SPV I-B, LLC",False,False,False
1703140,"Lightspeed SPV I, LLC",False,False,False
1978139,"LS SPV Management, LLC",False,False,False
1159423,SINGER BRADLEY E,True,False,False
1366050,Mhatre Ravi,True,False,False
1193298,LISSY DAVID H,True,False,False
1795397,Singh Vanila,True,False,False
1712046,Ligon Austin,True,False,False
1629141,Chandler Kerry D,True,False,False
1712044,Bornstein Julie,True,False,False
1552681,Bass Robert J,True,False,False
1495449,Lavan Maryanne,True,False,False
1661534,Swieringa John,False,True,False
904548,ERGEN CHARLES W,True,True,False
1138538,ERGEN CANTEY,True,False,False
1180940,DUCKWORTH CONNIE K,True,False,False
2074414,Next Move Partners LLC,False,False,False
2074415,Next Move Capital LLC,False,False,False
2044102,Figueroa Melanie,True,True,False
1604405,ALI NADIR,True,True,False
2066905,Benson Adam,True,False,False
1969177,Priya Shanti,True,False,False
1738235,Keeney Scott H,True,True,False
2030561,Tade Brad L.,False,True,False
1531349,Mitic Kathleen C.,True,False,False
1673282,Belling Keith,True,False,False
1187362,SCHLESINGER LEONARD A,True,False,False
1590848,Rowghani Ali,True,False,False
1173871,ALBERINI CARLOS,True,False,False
1244715,DEMILIO MARK S,True,False,False
315090,BUFFETT WARREN E,True,True,False
1487557,Krane Hilary K,True,False,False
2036914,FRANKLIN SARAH JOYCE,True,False,False
1270774,Dombkowski Ashley L.,True,False,False
1856908,Carlson Teresa,True,False,False
1306938,Losch William E,True,False,False
1517205,Springer Daniel D.,True,False,False
1615459,Gordon Michael Lawrence,True,False,False
1536302,Wong Rich,True,False,False
1856713,Botteri Philippe,True,False,False
1772959,Murthy Rathi,True,False,False
2004737,Johnson Dwayne D.,True,False,False
1855767,Dines Daniel,True,True,False
1781373,Walcott Wanjiku Juanita,False,True,False
1619944,Stewart Bonita C.,True,False,False
1665419,ARNOLD FRANCES,True,False,False
1580575,Baker Bros. Advisors (GP) LLC,True,False,False
1087939,BAKER JULIAN,True,False,False
1551139,"667, L.P.",True,False,False
1263508,BAKER BROS. ADVISORS LP,True,False,False
